company,source_type,text
Starbucks,wikipedia,"As of February 2023[update], Starbucks had 36,171 locations open across 83 countries, with 61% of the locations operating in the U.S. and China, and the rest operating elsewhere.[175][176]In February 2024, the chain unveiled a new store design aimed at improvingaccessibility. The first location to use this design is theWashington, D.C.Union Marketstore. The company plans for all future company-owned stores to adopt a similar design.[177]"
Starbucks,wikipedia,"In 1998, Starbucks entered the United Kingdom market with the US$83 million acquisition of the then 56-outlet, UK-based Seattle Coffee Company, re-branding all those stores as Starbucks.[188]"
Starbucks,wikipedia,"In October 2002, Starbucks established a coffee trading company inLausanne, Switzerland, to handle purchases ofgreen coffee.[189]All other coffee-related business continued to be managed from Seattle.[189]In September 2007, the company opened its first store in Russia, ten years after first registering a trademark there.[190]After theRussian invasion of Ukraine, on May 21, 2022, Starbucks announced closure of all outlets in Russia,[191]and in July it was revealed that a local restaurant manager, Anton Pinsky, is going to acquire Starbucks' Russian operating companyOOO Starbucksand all its 130 stores.[192]In 2008, Starbucks opened in Belgium, Bulgaria, the Czech Republic, and Portugal.[24]"
Starbucks,wikipedia,"In April 2009, Starbucks opened in Poland.[193]In February 2010, Starbucks opened inArlanda AirportoutsideStockholm, its first location in Sweden.[194]In June 2010, Starbucks opened its first store inBudapest, Hungary.[195]In February 2011, Starbucks started selling its coffee in Norway by supplying Norwegian food shops with their roasts. The first Starbucks-branded Norwegian shop opened in February 2012, atOslo Airport, Gardermoen.[196]"
Starbucks,wikipedia,"In May 2012, Starbucks opened its first coffeehouse in Finland, with the location beingHelsinki-Vantaa AirportinVantaa.[197]In August 2013, the first Starbucks insideDansk Supermarkedopened in the department stores Salling inAalborgandAarhusin Denmark.[198]In April 2014, Starbucks announced a store inAzerbaijan, in the Port Baku Mall.[199]In November 2014, Starbucks announced its first Channel Island store, in the primary business area ofSt Peter PortinGuernsey.[200]"
Starbucks,wikipedia,"On April 21, 2015,Kesko, the second largest retailer in Finland, announced its partnership with Starbucks, with stores opened next toK-Citymarkethypermarkets.[201]As of June 2017, three stores had been opened next to K-Citymarkets: InSelloinEspooand inMyyrmanniandJumboin Vantaa."
Starbucks,wikipedia,"In February 2016,Howard Schultzannounced the opening of stores in Italy. The first Italian Starbucks store was inaugurated inMilanon September 6, 2018, at which point Starbucks already had locations in 78 countries.[202][203][204][205][206]In May 2016, the first Starbucks store inSlovakiaopened inAupark, inBratislava.[207][208]In June 2018, Starbucks announced the opening of stores inSerbia.[209]The first store was opened in April 2019 at Rajiceva Mall. On June 1, 2019, Starbucks opened its first coffee store inValletta, Malta, the 80th country to have a Starbucks outlet.[210]In July 2025, Starbucks opened its first store inIceland.[186]"
Starbucks,wikipedia,"In July 1996, the first Starbucks location opened outside of North America: a store inTokyo, Japan.[211]Its 300th store opened in October 2001.[212]"
Starbucks,wikipedia,"Starbucks in Japan is described byBloombergas appealing to ""New Japan"" with its patrons being women in their 20s and 30s who prefer premium coffee and ""trendy, no-smoking environment"".[31]"
Starbucks,wikipedia,"On December 4, 1997, the Philippines became the third market to open outside of North America.[213][214]"
Starbucks,wikipedia,The first Starbucks store in Thailand opened in 1998 atCentral ChidlomDepartment Store.[216]The first drive-thru store opened in 2022 at Porto Chino community mall onRama II Road.[217]
Starbucks,wikipedia,"In 2000, Starbucks opened its location in theForbidden Cityin Beijing, however, in July 2007, this location was closed after years of controversy since its opening in 2000 with protesters objecting that the presence of the American chain in this location ""was trampling on Chinese culture"".[218][219]"
Starbucks,wikipedia,"Between 2001 and 2003, Starbucks opened six (of 80 planned) locations in Israel[220]and having struggled with fierce local competition, Starbucks, along with its partnerDelek,[221][222]however, in April 2003, after losing US$6 millionStarbucks Israelclosed all six of its locations in Israel, citing ""on-going operational challenges"" and a ""difficult business environment"".[223][224]"
Starbucks,wikipedia,"In January 2011, Starbucks andTata Coffee, Asia's largest coffee plantation company, announced plans for a strategic alliance to bring Starbucks to India and also to source and roast coffee beans at Tata Coffee'sKodagufacility.[225][226]In January 2011, Starbucks introduced its largest cup size, the Trenta, which can hold 31 US fluid ounces (920 ml).[227]"
Starbucks,wikipedia,"In October 2011, Starbucks opened another location in Beijing, China, at theBeijing Capital International Airport's Terminal 3, international departures hall; making the company's 500th store in China. The store is the seventh location at the airport.[228]"
Starbucks,wikipedia,"In January 2012, despite a false start in 2007,[229][230]Starbucks created a 50:50 joint venture withTata Global BeveragescalledTata Starbucks. Tata Starbucks owned and operated Starbucks outlets in India asStarbucks Coffee ""A Tata Alliance"".[231]Starbucks opened its first store in India inMumbaion October 19, 2012.[232][233][234]"
Starbucks,wikipedia,"On February 1, 2013, Starbucks opened its first store inHo Chi Minh City, Vietnam,[235][236][237]and its first location inHanoiin July 2014.[238]"
Starbucks,wikipedia,"In May 2014, the Starbucks operations in South Korea launched a mobile ordering system named Siren Order, accessible through a local version of the Starbucks smartphone application.[239][240]In December 2014, Starbucks launched a similar system named Mobile Order & Pay, inPortland, Oregon.[241]The expanded nationwide in 2015, and in late March 2018, the company opened the system, previously available to Starbucks Rewards members only, to all customers.[242][243]"
Starbucks,wikipedia,"In September 2014, Starbucks announced the acquisition of the remaining 60.5% stake in Starbucks Coffee Japan that it did not already own, for US$913.5 million.[244]"
Starbucks,wikipedia,"In August 2015, Starbucks announced plans to open in Phnom Penh,Cambodia, its 16th market in the China/Asia Pacific region by the end of 2015.[245]"
Starbucks,wikipedia,"On December 18, 2015, Starbucks opened inAlmaty, Kazakhstan. On the next day, one more coffee shop was opened.[246]"
Starbucks,wikipedia,"In December 2017, the Starbucks Reserve Roastery opened atHKRI Taikoo HuiinShanghai, China, the only such location of its kind outside of Seattle.[247]"
Starbucks,wikipedia,"In November 2020, Starbucks announced that it plans to open an outlet in Laos.[248]"
Starbucks,wikipedia,"In September 2002, Starbucks opened its first store inLatin America, inMexico City.[249]By 2016, there were more than 500 locations in Mexico.[250]"
Starbucks,wikipedia,"In August 2003, Starbucks opened its first store in South America inLima, Peru.[251]"
Starbucks,wikipedia,"In November 2010, the company opened the first Central American store in El Salvador's capital,San Salvador.[195]"
Starbucks,wikipedia,"In June 2012, Starbucks opened a store inSan Jose, Costa Rica.[252]In October 2012, Starbucks announced plans to open 1,000 stores in the United States in the next five years.[253]"
Starbucks,wikipedia,"In August 2013, Starbucks's CEOHoward Schultzpersonally announced the opening of Starbucks stores inColombia. The first café was set to open in 2014 inBogotáand add 50 more stores throughout Colombia's main cities in a 5-year limit. Schultz also stated that Starbucks will work with both the Colombian Government andUSAIDto continue ""empowering local coffee growers and sharing the value, heritage and tradition of its coffee with the world"". Starbucks noted that the aggressive expansion into Colombia was a joint venture with Starbucks's Latin partners,Alseaand Colombia'sGrupo Nutresathat has previously worked with Starbucks by providing coffee through Colcafe. This announcement came after Starbucks's Farmer Support Center was established inManizales, Colombia, the previous year making Colombia an already established country by the corporation.[254]"
Starbucks,wikipedia,"In late August 2013, Starbucks announced its first store inColombiaat a press conference inBogotá, where the company's CEO explained, ""Starbucks has always admired and respected Colombia's distinguished coffee tradition.""[255]"
Starbucks,wikipedia,"In May 2014, Starbucks announced its first café in Bolivia would open in 2014 inSanta Cruz de la Sierraand the first in Panama in 2015.[256]"
Starbucks,wikipedia,"In January 2016, Starbucks announced that it would launch operation inTrinidad and Tobago.[257][258]On August 29, 2016, Starbucks opened its first store at South Park Mall inSan Fernando.[259][260]"
Starbucks,wikipedia,"In November 2017, Starbucks commenced operations inJamaica, where the first store opened in the resort city ofMontego Bay[261]on the shores of theDoctor's Cave Beach Club, offering views of theCaribbean Sea.[262]The company also reaffirmed its commitment to working with local coffee farmers to ""implement systems to increase productivity and yields, while also increasing compliance to international standards"".[263]Starbucks Jamaica opened its first store on November 21, 2017, with plans to open 15 locations island-wide over a 5-year period.[261]Starbucks Jamaica opened stores at theSangster International AirportinMontego Bayand at the Falmouth Pier, inFalmouth, Jamaica. Starbucks Jamaica announced plans to open up to six stores inKingston, Jamaica, by 2019.[264]The first of the Kingston stores opened on June 21, 2018. The second store is in Kingston's central business district, New Kingston. Starbucks opened its first in-store location in the flagship location for Jamaica's largest Pharmacy chain, Fontana Pharmacy, also located in Kingston; making it Starbucks's third location.[265]"
Starbucks,wikipedia,"On April 11, 2018, Starbucks began operations inUruguay, with a location in theMontevideo Shoppingmall.[266]The company announced that it planned to open up approximately 12 cafes in the country.[267]"
Starbucks,wikipedia,"In October 2019, a franchised location opened in theTurks and CaicosIslands.[269]"
Starbucks,wikipedia,"On April 29, 2024, Starbucks announced its official entry toEcuadorandHondurasin mid-year and late 2024, respectively.[271]"
Starbucks,wikipedia,"On August 14, 2024, Starbucks commenced operations inEcuador, with its first location in the country at Scala Shopping Mall inQuito. The company announced the plans of opening four more cafes in the capital city until the end of 2025.[187]"
Starbucks,wikipedia,"In July 2000, the first location in Australia opened inSydney.[272]After a massive downturn in 2008, the remaining Australian Starbucks stores were sold to the Withers family in 2014, with the company planning a more restrained expansion.[273][274]"
Starbucks,wikipedia,"As of November 2022, there are 59 Starbucks stores in Australia; 23 inNew South Wales, 19 inQueenslandand 18 inVictoria. These stores are spread out acrossSydney,Melbourne,Brisbane, theGold Coast, theSunshine CoastandBallarat. Before the mass-closure of 61 of their 85 stores in 2008,[275][276]there were also stores inAdelaide,[277]Canberra,Hobart[278]andWollongong.[279]However, there are plans to open a restaurant inToowoomba[280]while the first store inPerth,Western Australiaopened on October 23, 2024, with another 11 planned to open by the end of 2025.[281]"
Starbucks,wikipedia,"In May 2010, Southern Sun Hotels South Africa signed an agreement with Starbucks to brew Starbucks coffees in select Southern Sun and Tsonga Sun hotels in South Africa. The agreement was partially reached so Starbucks coffees could be served in the country in time for the 2010 FIFA World Cup hosted by South Africa.[283][284]"
Starbucks,wikipedia,"In April 2016, afterTASTE Holdingsacquired outlet licensing for South African stores, Starbucks opened its first stores inSouth AfricainRosebank, Gauteng,Johannesburgand theMall of Africa.[285][286]"
Starbucks,wikipedia,"In December 2010, Starbucks debuted their first-ever Starbucks at sea. In partnership withRoyal Caribbean International, Starbucks opened a shop aboard theAllure of the Seas, Royal Caribbean's second-largest ship and the second-largest ship in the world.[287]"
Starbucks,wikipedia,"Stores that independently operate locations includeAhold Delhaize,Barnes & Noble,Target Corporation,Albertsonsand, more recently,Publixstores. In theEMEA(Europe, Middle East, and Africa) markets, Starbucks operates a franchising program. Different from the licensing program in which existing corporations may apply to operate a Starbucks kiosk within an existing store, franchises can enable new, freestanding stores."
Starbucks,wikipedia,"Starbucks hasautomationsystems in some areas. These machines have 280 possible drink combinations to choose from. They have touchscreens, and customers can play games while they wait for their order.[288]"
Starbucks,wikipedia,"Vending machines are said to possibly be able to replace baristas.[289]Starbucks has said it does not want to replace baristas with robots, but use them as a complementary tool.[290]"
Starbucks,wikipedia,"In 2009, at least three stores in Seattle were de-branded to remove the logo and brand name, and remodel the stores as local coffee houses ""inspired by Starbucks"".[291][292]CEO Howard Schultz called the unbranded stores a ""laboratory for Starbucks"".[293]The first, 15th Avenue Coffee and Tea, opened in July 2009 on Capitol Hill. It served wine and beer and hosted live music and poetry readings.[294]It has since been remodeled and reopened as a Starbucks-branded store. Another is Roy Street Coffee and Tea at 700 Broadway E., also on Capitol Hill. Although the stores have been called ""stealth Starbucks""[291][295]and criticized as ""local-washing"",[296]Schultz says that ""It wasn't so much that we were trying to hide the brand, but trying to do things in those stores that we did not feel were appropriate for Starbucks.""[293]"
Starbucks,wikipedia,"Starbucks entered the tea business in 1999 when it acquired theTazobrand forUS$8,100,000.[297][298]In December 2012, Starbucks paid US$620 million to buyTeavana.[299][300][301][302]Starbucks did not market Teavana products in its stores, though the acquisition allowed the expansion of Teavana beyondshopping malls.[298]In January 2015, Starbucks began to roll out Teavana teas into Starbucks stores, both in to-go beverage and retail formats.[303]In November 2017, Starbucks sold Tazo toUnileverfor $384 million.[304]Starbucks shut down Teavana in early 2018.[305][306]"
Starbucks,wikipedia,"Howard Schultz was the CEO of Starbucks from 1986 to 2000. He was succeeded byOrin Smith, who ran the company for five years and positioned Starbucks as a large player infair tradecoffee (fair trade later being overturned during Kevin Johnson's leadership in 2022),[307]increasing sales to US$5 billion.Jim Donaldwas CEO from 2005 to 2008, orchestrating a large-scaleearningsexpansion. Schultz returned as CEO during the2008 financial crisisand spent the succeeding decade growing the company's market share, expanding its offerings, and reorienting the brand aroundcorporate social responsibility."
Starbucks,wikipedia,"Kevin Johnson, who was president and chief operating officer from 2015 to 2018, succeeded Schultz as CEO in 2017.[308]Myron E. Ullmanbecame chairman of the firm in June 2018.[309]Both Johnson and Ullman succeeded Howard Schultz, who served in both capacities from 2008 to 2017.[310]Since 2018, Schultz has served as the firm's first Chairmanemeritus.[311]"
Starbucks,wikipedia,"In March 2022, Starbucks announced that Schultz would return as CEO in April 2022 in an interim role.[312]Later that September,Laxman Narasimhanwas appointed to succeed him in April 2023, with Schultz remaining a member of the board of directors. Narasimhan assumed the position sooner than planned, in March 2023.[313]In August 2024, he was ousted and replaced withBrian Niccol, who became the chain's CEO on September 9 after leaving his position asChipotle's CEO.[314]Niccol received a starting salary of $1.6 million a year and a $10 million starting bonus.[315]"
Starbucks,wikipedia,"Analysts have long believed that the firm's corporate governance must determine how to contend with higher materials prices and enhanced competition from lower-priced fast-food chains, includingMcDonald'sandDunkin' Donuts. In October 2015, Starbucks hired its first chief technology officer, Gerri Martin-Flickinger, to lead its technology team.[316]Starbucks maintains control of production processes by communicating with farmers to secure beans, roasting its own beans, and managing distribution to all retail locations. Additionally, Starbucks's Coffee and Farmer Equity Practices require suppliers to inform Starbucks what portion of wholesale prices paid reaches farmers.[317][318]Shortly after becoming CEO, Niccol announced a new 'Back to Starbucks' strategy to win back customers.[319]The plan including simplifying the menu[320]and reversing rules for its cafes in North America that had allowed people to use their facilities even if they had not bought anything.[321]"
Starbucks,wikipedia,"On 19 December 2025, Starbucks announced Amazon's Anand Varadarajan as new chief technology officer, effective 19 January 2026. This is part of Starbuck's tech revamp in stores to make labour more effective.[322]"
Starbucks,wikipedia,"Starbucks is mainly owned by institutional investors, who hold around 75% of all shares. The 10 largest shareholder of Starbucks in December 2023 were:[323]"
Starbucks,wikipedia,"In 2006, Valerie O'Neil, a Starbucks spokeswoman, said that the logo is an image of a ""twin-tailed mermaid, orsirenas she's known in Greek mythology"".[325]The logo has been significantly streamlined over the years. In the first version,[326]the Starbucks siren was topless and had a fully visible double fish tail.[327]The image was said by Starbucks to be based on a 16th-century ""Norse""woodcut, although other scholars note that it is apparently based on a 15th-century woodcut inJuan Eduardo Cirlot'sDictionary of Symbols.[328][329]Some scholars have identified the image asMelusine.[330]The connection to Melusine has been questioned; Melusine was not linked to heraldic images of two-tailed mermaids until the late 19th century, making it possibly a late misidentification.[331]In the second logo, which was used from 1987 to 1992, the siren's breasts were covered by her flowing hair, but her navel was still visible.[332]The fish tail was cropped slightly, and the primary color was changed from brown to green, a nod to the Alma Mater of the three founders, theUniversity of San Francisco.[333][334]In the third version, used between 1992 and 2011, her navel and breasts are not visible at all, and only vestiges remain of the fish tails. The original ""woodcut"" logo has been moved to the Starbucks's Headquarters in Seattle."
Starbucks,wikipedia,"At the beginning of September 2006, and then again in early 2008, Starbucks temporarily reintroduced its original brown logo on paper hot-drink cups. Starbucks has stated that this was done to show the company's heritage from the Pacific Northwest and to celebrate 35 years of business. The vintage logo sparked some controversy due in part to the siren's bare breasts,[335]but the temporary switch garnered little attention from the media. Starbucks had drawn similar criticism when it reintroduced the vintage logo in 2006.[336]The logo was altered when Starbucks entered the Saudi Arabian market in 2000 to remove the siren, leaving only her crown,[337]as reported in aPulitzer Prize-winning column byColbert I. KinginThe Washington Postin 2002. The company announced three months later that it would be using the international logo in Saudi Arabia.[338]In January 2011, Starbucks announced that it would make small changes to the company's logo, removing the Starbucks wordmark around the siren, enlarging the siren image, and making it green.[1][339]"
Starbucks,wikipedia,"In 1999, Starbucks started the ""Grounds for your Garden"" program. This gives leftover coffee grounds to anyone requesting it for composting. The goal of the program was to make the companyenvironmentally friendlier. Although not all stores and regions participate, customers can request and lobby their local store to begin the practice."
Starbucks,wikipedia,"In October 2008,The Guardiannewspaper reported that Starbucks was wasting 6.2 million U.S. gallons (23.4 million liters) of water a day by leaving a tap constantly running for rinsing utensils in a 'dipper well' in each of its stores, but this is often required by governmentalfood safetycodes.[340]"
Starbucks,wikipedia,"In June 2009, in response to concerns over its excessive water consumption, Starbucks re-evaluated its use of thedipper wellsystem. In September 2009, company-operated Starbucks stores in Canada and the United States successfully implemented a new water saving solution that meets government health standards. Different types of milk are given a dedicated spoon that remains in the pitcher and the dipper wells were replaced with push button metered faucets for rinsing. This will reportedly save up to 150 U.S. gallons (570 liters) of water per day in every store.[341]"
Starbucks,wikipedia,"In January 2020, Starbucks shared its newenvironmental sustainabilitycommitment to become a resource positive company. It announced three preliminary targets: By 2030, Starbucks will aim to reduce itscarbon emissions, waste output, and water impact by 50%. It also identified five areas of focus: expandingplant-basedmenu options; shifting to reusable packaging; investing inregenerative agriculture,reforestation,forest conservationand water replenishment; better ways to manage waste; and more eco-friendly stores, operations, manufacturing, and delivery.[342]"
Starbucks,wikipedia,"Starbucks began using 10%recycled paperin its beverage cups in 2006—the company claimed that the initiative was the first time that recycled material had been used in a product that came into direct contact with a food or beverage.[343]Allen Hershkowitzof theNatural Resources Defense Councilcalled the 10% content ""minuscule"",[343]but Starbucks received the National Recycling Coalition Recycling Works Award in 2005 for the initiative.[344]In a 2008 media article, Starbucks's vice president of corporate social responsibility acknowledged that the company continued to struggle with environmental responsibility, as none of its cups were recyclable and stores did not have recycling bins. At the time that the article was published, Starbucks gave customers who brought in their own reusable cup a 10-cent discount, in addition to using corrugated cup sleeves made from 85% post-consumer recycled fiber, which is 34% less paper than the original. During the same period, Starbucks entered into a partnership with Conservation International—pledging US$7.5 million over three years—to help protect the natural environment of coffee-growing communities in Mexico and Indonesia.[345]"
Starbucks,wikipedia,"On July 9, 2018, Starbucks President and CEOKevin Johnsonannounced that Starbucks will phase out the single-useplastic strawsby January 1, 2020, on all cold drinks from all locations worldwide due to climate change concerns, pollution, andsea turtleendangerment as the single-use plastic straws failed to be designed for recycling when they were invented.Frappucinoswill get straws made from a different material that is sustainable and environmentally friendly such as paper or compostable plastic, while other cold drinks will get straw-less lids. These new modified lids contain 9% less plastic than Starbucks' previous flat lid.[346]The Starbucks locations in Europe, China, Taiwan, Japan, Thailand, Vietnam, India, Canada, Hawaii, Alaska, Washington D.C., New Mexico, California, New York, Washington State, New Jersey, Oregon, Maryland, Delaware, Vermont, Massachusetts, Connecticut, and Rhode Island already eliminated single-use plastic straws by the end of 2018.[347][348]South Korea is the first country to introduce paper straws to all stores among 78 countries in the world that Starbucks has entered.[349]"
Starbucks,wikipedia,"Starbucks has publicly committed to reducing waste by 50% by 2030.[350]After successfully completing the campaign to provide the Reusable Cup in Vietnam in 2020, it held the same event in Korea in 2021. Along with a picture of throwing away a cleanly washed recycled PET bottle onInstagram, ahashtagdesignated by Starbucks was written and uploaded, and a reusable cup was provided instead of a disposable cup."
Starbucks,wikipedia,"In April 2013, Starbucks introduced reusable cups where customers would be able to bring their cup into any location and receive a small discount on their drink.[351]When theCOVID-19 pandemicfirst began in 2019, the company halted the use of personal cups due to concerns with the transferring of germs.[352]In June 2021, the company reintroduced personal reusable cups with a contactless new method to eliminate shared touch points between customers and baristas.[353]"
Starbucks,wikipedia,"Starbucks began drafting plans forcorporate social responsibilityin 1994.[356]Since Starbucks has partnered withConservation International(CI) to draft plans and audit its coffee and farmer equity (C.A.F.E.) program,[357]Starbucks's C.A.F.E. practices are based on a rating system of 249 indicators. Farmers who earn high overall scores receive higher prices than those who achieve lower scores. Ratings categories include economic accountability, social responsibility, environmental leadership in coffee growing and processing. Indicators for social responsibility have evolved and now include 'zero tolerance' indicators that require workers to be paid in cash, check, or direct deposit, ensure that all workers are paid the established minimum wage, that workplaces are free of harassment and abuse, that workplaces are nondiscriminatory and do not employ persons under the age of 14, and several more.[358]Starbucks has moved 90% of its coffee purchases to preferred C.A.F.E. certified providers, and the company is approaching its stated goal to purchase 100% of its coffee through C.A.F.E. or other 'ethically sourced' certification systems.[357]"
Starbucks,wikipedia,"Washington State UniversityAssistant Professor Daniel Jaffee argues that Starbucks's C.A.F.E. practices merely 'green wash' ""to burnish their corporate image"".[359]Additionally, Professor Marie-Christine Renard of Rural Sociology ofChapingo Universityin Mexico wrote a case study of Starbucks's, Conservation International's, and Agro-industries United of Mexico (AMSA)'s joint conservation effort inChiapas, Mexico in which she concluded that ""[w]hile the CI-Starbucks-AMSA Alliance paid better prices, it did not allow the producers to appropriate the knowledge that was necessary for the organizations to improve the quality of their coffee"".[360]"
Starbucks,wikipedia,"In 2000, the company introduced a line offair tradeproducts.[361][362]Of the approximately 300 million pounds (136 million kilograms) of coffee Starbucks purchased in 2006, about 18 million pounds (8.2 million kilograms) or 6% was certified as fair trade.[363]Groups such asGlobal Exchangecalled for Starbucks to further increase its sales of fair trade coffees.[364]"
Starbucks,wikipedia,"After a long-running dispute between Starbucks and Ethiopia, Starbucks agreed to support and promote Ethiopian coffees. An article inBBC News,[365]states that Ethiopian ownership of popular coffee designations such as Harrar and Sidamo is acknowledged, even if they are not registered. Ethiopia fought hard for this acknowledgement mainly to help give its poverty-stricken farmers a chance to make more money. In 2006, Starbucks said it paid $1.42 per pound ($3.1/kg) for its coffee, more than 33% higher than the commodity price at the time. However, the coffee Starbucks bought for $1.42 per pound ($3.1/kg), had a selling price—after transportation, processing, marketing, store rentals, taxes, and staff salary and benefits—of $10.99 per pound ($24.2/kg).[366][367]As of 2013, the Starbucks website sells only one Ethiopian coffee.[368][369]In addition, Starbucks is an active member of theWorld Cocoa Foundation,[370]although targets set in 2005, 2008 and 2010 to reduce child labor that the Foundation has backed have consistently not been met.[371]"
Starbucks,wikipedia,"In 2019, the non-profit labor justice organization Fair World Project released an article outling how despite Starbucks had passed coffee producers as slave free in their Brazil production units using their internal C.A.F.E. certification standards, that Brazilian labor inspectors had proof of child slave labor practices being present in their supply chain.[372]In 2022 Starbucks announced that they were going to stop certifying their coffee beans asfairtrade, in favor of their own in-house investigations.[307]"
Starbucks,wikipedia,"Since 2010, Starbucks has been donating leftover pastries in the United States to local food banks through a food collection service named Food Donation Connection.[373]In March 2016, Starbucks unveiled a five-year plan to donate 100 percent of unsold food from its 7,600 company-operated stores in the U.S. to local food banks and pantries.[374]Perishable food will be transported in refrigerated trucks to area food banks through the company's partnerships with theFood Donation ConnectionandFeeding America. This program, called FoodShare, is expected to provide up to 50 million meals over the next five years.[375]As of 2017[update], the program was in 10 different markets, including New York City.[376]In New York, Starbucks works with Feeding America and City Harvest, both non-profits, to donate food from 45 locations. It plans to expand the program to all 305 Manhattan stores. In September 2019, 60% of Starbucks stores are participating in FoodShare. This level of participation contributed to 20 million meals served to those in need.[377]"
Starbucks,wikipedia,"In 2008, Starbucks announced a comprehensive new animal welfare policy banning many inhumane farming practices, including the caging of hens. In 2009, they established a buying preference in North America to use industry best practices for animal husbandry and processing, including egg production.[378]"
Starbucks,wikipedia,"In 2015, Starbucks made a public announcement that they will switch to 100% cage-free eggs by 2020.[379][380][381][382]However, later, the company altered its commitment to just company-owned locations, excluding around 40% of its licensed restaurants.[383]"
Starbucks,wikipedia,"In 2018, Starbucks committed to reaching the goal of using 100% cage-free eggs and egg products in company-operated stores globally by 2020, including Starbucks branded products and those supplied to licensed partners in the North America. They stated their goal to be for all their products to meet high quality and ethical standards, with a commitment to social responsibility standards with animal welfare as a primary focus.[384]"
Starbucks,wikipedia,"Organizations such asWorld Animal ProtectionandCompassion in World Farminghave stated that Starbucks has not shown any demonstrable improvement in animal welfare since 2012.[385]According to theHumane Society of the United States, Starbucks no longer qualifies as having an actual cage-free commitment.[386]"
Starbucks,wikipedia,"Hear Music began as a music catalog company in 1990, adding a few retail locations in theSan Francisco Bay Area. Hear Music was purchased by Starbucks in 1999.[387]In 2002, it produced a Starbucks opera album, featuring artists such asLuciano Pavarotti, followed in March 2007 by the hit CDMemory Almost FullbyPaul McCartney, making McCartney the first artist signed to the new Hear Music label sold in Starbucks outlets.[388]In 2006, the company created Starbucks Entertainment, one of the producers of the 2006 filmAkeelah and the Bee. Starbucks stores advertised the film before its release and sold the DVD.[389][390]"
Starbucks,wikipedia,"Starbucks has become the subject of a protest song, ""A Rock Star Bucks a Coffee Shop"" byNeil Youngand his band,Promise of the Real. This single from the albumThe Monsanto Yearscriticized both Starbucks's alleged use ofgenetically modified foodand theGMOcompanyMonsanto.[391][392]"
Starbucks,wikipedia,"In September 2016, Starbucks announced a debut of its first-ever original content series called ""Upstanders"", which aimed to be inspirational.[393]The series featured podcasts, written word, and video, and was distributed via the Starbucks mobile app, online, and through the company's in-store digital network.[393]"
Starbucks,wikipedia,"In the 1999 filmAustin Powers: The Spy Who Shagged Me, it is stated by Number 2 (Robert Wagner) toDr. Evil(Mike Myers), that while he was frozen, Virtucon invested in the company years prior which has become a major conglomerate."
Starbucks,wikipedia,"In the 2021 filmGhostbusters: Afterlife, it is stated byRay Stantz(Dan Aykroyd) that Starbucks had taken over the Ghostbusters' firehouse headquarters atNorth Moore Streetafter they went out of business and had turned it into a coffeehouse beforeWinston Zeddemore(Ernie Hudson) bought it back from them."
Starbucks,wikipedia,"Starbucks has partnered withApple Inc.to collaborate on selling music as part of the ""coffeehouse experience"". In October 2006, Apple added a Starbucks Entertainment area to theiTunes Store, selling music similar to that played in Starbucks stores. In September 2007, Apple announced that customers would be able to browse the iTunes Store at Starbucks via Wi-Fi in the US—with no requirement to log into the Wi-Fi network—targeted atiPhone,iPod Touch,iPad, andMacBookusers. The iTunes Store automatically detects recent songs playing in a Starbucks and offer users the opportunity to download the tracks. Some stores feature LCD screens with the artist name, song, and album information of the current song playing. This feature was rolled out inSeattle, New York City, and theSan Francisco Bay Area, and was offered in limited markets during 2007–2008.[394]During the fall of 2007, Starbucks also began to sell digital downloads of certain albums through iTunes. Starbucks gave away 37 different songs for free download through iTunes as part of the ""Song of the Day"" promotion in 2007, and a free ""Pick of the Week"" download is available from theApp Store.[395][396]"
Starbucks,wikipedia,"Starting on June 1, 2009, theMSNBCmorning news programMorning Joehas been presented as ""brewed by Starbucks"" and the show's logo changed to include the company logo. Although the hosts have previously consumed Starbucks coffee on air ""for free"" in the words of MSNBC presidentPhil Griffin, it was not paid placement at that time.[397]The move was met with mixed reactions from rival news organizations, viewed as both a clever partnership in an economic downturn and a compromise of journalistic standards.[398]The endorsement deal ended in August 2013.[399]"
Starbucks,wikipedia,"Starbucks andKraft Foodsentered into a partnership in 1998 to sell Starbucks products in the Mondelez grocery stores owned by the latter. Starbucks claimed that Kraft did not sufficiently promote its products and offered Kraft US$750 million to terminate the agreement; however, Kraft declined the offer, but Starbucks proceeded with the termination anyway. Starbucks wanted to terminate the agreement because at the time, single coffee packs were beginning to become popular. In their agreement, Starbucks was confined to selling packs that only worked in Kraft's Tassimo machines. Starbucks did not want to fall behind in the market opportunities forK-Cups.[400]In mid-November 2013, an arbitrator ordered Starbucks to pay a fine of US$2.8 billion toMondelez International, acorporate spin-offof Kraft, for its premature unilateral termination of the agreement.[401][402][403]"
Starbucks,wikipedia,"In June 2014, Starbucks announced a partnership withArizona State University(ASU) that would allow Starbucks employees in their Junior and Senior years of college to complete four years of college at Arizona State University's online program for only around US$23,000. Starbucks employees admitted into the program will receive a scholarship from the college,[404]that will cover 44% of their tuition. The remaining balance and all other expenses would be paid by the student or through traditional financial aid. In April 2015, Starbucks and ASU announced an expansion of the College Achievement Program. The program would now allow all eligible part-time and full-time employees working in a U.S. Starbucks to enroll in the program for full-tuition reimbursement.[405]After the completion of each semester, Starbucks reimburses the student their portion of the tuition. The student can then use the reimbursement to pay any loans or debt incurred during the semester.[406]"
